,username,retweetCount,replyCount,followersCount
7349,matt_wilson81,0.0,0.0,334.0
6947,judycoom,0.0,0.0,930.0
6945,judi_sutherland,0.0,3.0,11480.0
6363,freelartltd,0.0,0.0,132.0
8200,ronmc1,0.0,0.0,18966.0
8184,robyneleanormum,0.0,0.0,30.0
8185,robynwoolston,0.0,0.0,3059.0
8187,rockythegooner,0.0,0.0,383.0
8188,rodee55,0.0,0.0,2157.0
6549,hariankrinkz,0.0,0.0,823.0
6548,hansworks2,0.0,0.0,119.0
8189,rogab314,0.0,0.0,18420.0
6547,hanny_hawkins,0.0,3.0,1474.0
8191,rogermusandji,0.0,0.0,3891.0
8193,roguewan,0.0,0.0,289.0
6546,hannsah,0.0,1.0,438.0
6545,hannahjoygraves,0.0,0.0,560.0
8194,roisinscribbles,0.0,0.0,279.0
6543,hameentariq,0.0,0.0,1271.0
8195,rojochajari,0.0,0.0,387.0
6542,hamaramagnews,0.0,0.0,172.0
8197,rolandbastien,0.0,0.0,205.0
6540,halfclosedeye,0.0,0.0,60.0
6539,halfapage,0.0,0.0,388.0
8183,robvaughan_fca,0.0,0.0,440.0
6552,hasdrupal,0.0,0.0,127.0
6553,havantacluOTMP,0.0,0.0,2156.0
8181,roblucastaylor,0.0,1.0,2143.0
6569,helenb_persson,0.0,0.0,423.0
8176,robert64223901,0.0,0.0,55.0
6568,helenaverley,0.0,1.0,1071.0
8177,robertopliegor,0.0,0.0,125.0
6566,helen_zidon,0.0,0.0,729.0
8179,robinwilson250,0.0,0.0,1554.0
8180,robkowa,0.0,0.0,2028.0
6563,heirloomrosenow,0.0,0.0,0.0
6562,heirketu,0.0,0.0,63.0
6554,hayseedm,0.0,0.0,45.0
6561,hebemachia,0.0,0.0,771.0
6560,heatonmoorpark,0.0,0.0,1581.0
8182,robparsons,0.0,1.0,643.0
6559,heathquinn,0.0,0.0,663.0
6558,heatherchristle,0.0,1.0,7691.0
6557,heather_c_c,0.0,0.0,3638.0
6556,heartovglass,0.0,0.0,737.0
6555,heard_in_,0.0,0.0,238.0
8198,romainmurphy,0.0,0.0,1552.0
8201,rooticalize,0.0,0.0,734.0
8234,s_umar4,0.0,0.0,234.0
8202,rosebudlips5,0.0,0.0,965.0
8216,rpjatBL,0.0,0.0,2053.0
8217,rr_rr_rr_11,0.0,0.0,475.0
8218,rsomerson,0.0,0.0,1585.0
9053,yomgqashiyo,0.0,0.0,2103.0
6516,grrrlbrarian,0.0,0.0,780.0
6515,grmram,0.0,0.0,1339.0
6514,grimm_sven,0.0,0.0,1871.0
6513,griizzlyPSD,0.0,0.0,196.0
6512,grigori_el,0.0,0.0,1064.0
8223,rushay,0.0,0.0,4200.0
6511,griff_talka,0.0,0.0,197.0
8224,russianathens,0.0,0.0,464.0
6510,gretchjenn,0.0,0.0,2448.0
6509,grellmary,0.0,0.0,1278.0
8225,ruthkennedy,0.0,1.0,5078.0
8229,ryukbk,0.0,0.0,707.0
8230,rzydel,0.0,0.0,1116.0
8231,s_birrell,0.0,0.0,870.0
8232,s_pooley,0.0,0.0,1083.0
8215,rpaulacarvalho,0.0,0.0,72.0
8214,royllovians,0.0,0.0,298.0
6522,gucci22,0.0,0.0,1703.0
6531,gwg_ng,0.0,0.0,55.0
8203,roshbeth,0.0,0.0,3110.0
8204,rosieabeast,0.0,0.0,1297.0
6536,habla_con_Gian,0.0,0.0,899.0
6535,h48052341,0.0,0.0,400.0
6534,h0tbreakingnews,0.0,0.0,753.0
8205,rosiereporter,0.0,0.0,1229.0
8207,roteespero,0.0,0.0,766.0
6532,gwii_23,0.0,1.0,10325.0
6530,gwallter,0.0,0.0,980.0
6523,guchijones,0.0,0.0,1264.0
6529,guylezov,0.0,0.0,39.0
6528,gurutobiano,0.0,0.0,134.0
8209,rovingnick,0.0,0.0,97.0
8210,rowsays,0.0,1.0,643.0
6526,gunshe1,0.0,0.0,955.0
8211,roxyrascal66,0.0,0.0,137.0
8213,royalsam_001,0.0,0.0,56.0
9006,wood5y,0.0,1.0,2488.0
6570,helengood,0.0,1.0,321.0
6571,helenjthornton,0.0,0.0,24.0
8175,rnavarrofjr,0.0,0.0,456.0
6572,helenlpalmer,0.0,0.0,506.0
8137,removalman123,0.0,0.0,225.0
6633,hyphenatedprof,0.0,2.0,1058.0
6632,hypernormals,0.0,0.0,140.0
6630,hypedatkb,0.0,0.0,198.0
6629,hypamovers,0.0,2.0,51.0
6628,huxiyi,0.0,1.0,804.0
8139,renice,0.0,1.0,1371.0
8144,revkollektiv,0.0,1.0,1655.0
8145,rewardsrhetoric,0.0,1.0,851.0
6625,hughcscanlon,0.0,0.0,3509.0
6624,hubtainment,0.0,0.0,115.0
8146,reyhonzey,0.0,0.0,32.0
6622,hprtv,0.0,0.0,2031.0
6621,hplarc,0.0,0.0,1386.0
6620,howafrica,0.0,0.0,3985.0
6619,houseofavana,0.0,0.0,290.0
8147,rfer3_yheffe,0.0,0.0,3.0
6617,hotstoriesghana,0.0,0.0,77.0
6616,hotfm_lagos,0.0,1.0,4078.0
8136,remite4,0.0,0.0,342.0
6634,hypothesesorg,0.0,0.0,13182.0
6636,i6ufszX5HjovQKd,0.0,0.0,0.0
6644,iKillCuriosity,0.0,1.0,4155.0
8122,realzenithfx,0.0,0.0,37.0
8123,rebeccatrounson,0.0,0.0,679.0
6648,iReporteronline,0.0,0.0,8034.0
8124,redalloverjason,0.0,0.0,177.0
8125,redneeraj,0.0,0.0,472.0
6647,iPreyeOgidi,0.0,0.0,962.0
6646,iNews24,0.0,0.0,2436.0
8128,reele_tv,0.0,0.0,1007.0
6643,iKbaker,0.0,0.0,120.0
6637,iBeverleyMason,0.0,0.0,638.0
8130,regan99,0.0,0.0,114.0
8131,registrarism,0.0,0.0,6210.0
8132,regularvibeshq,0.0,0.0,8.0
6640,iDanFie,0.0,0.0,3043.0
8133,reidsutd,0.0,0.0,32.0
6639,iBusinessTrends,0.0,0.0,51529.0
6638,iBugga_King,0.0,0.0,88.0
8134,rejectpetitions,0.0,0.0,10490.0
8149,rhdski1,0.0,0.0,291.0
8150,rhodeislandband,0.0,0.0,98.0
6613,hopefullyis31,0.0,0.0,396.0
8171,rkelly123,0.0,0.0,2363.0
6589,hionarttv,0.0,0.0,13165.0
8167,ritalingrrl,0.0,0.0,461.0
6587,hillcai,0.0,0.0,2360.0
6586,hightechafrica,0.0,0.0,856.0
8168,ritrends1,0.0,0.0,137.0
8169,rizikaoikonomik,0.0,1.0,1029.0
9007,workingtrucker,0.0,0.0,2779.0
6583,hes153ter,0.0,0.0,2039.0
6580,heritage_alert,0.0,0.0,2099.0
8163,riot_rebecca,0.0,2.0,1530.0
8172,rktecture,0.0,1.0,191.0
6579,hepsibahgallery,0.0,0.0,376.0
8173,rlsporteous,0.0,0.0,310.0
6578,henryrowsellArt,0.0,0.0,610.0
6577,hemjp30,0.0,0.0,813.0
6576,hellotschaka,0.0,2.0,323.0
8174,rmcaldwell,0.0,0.0,299.0
6574,helenyg,0.0,0.0,18824.0
8166,risiadele,0.0,0.0,8.0
8162,riokmedia,0.0,0.0,7320.0
8151,rhtwit0987,0.0,0.0,88.0
8158,rikesitas,0.0,0.0,322.0
6612,honorhonorhono,0.0,0.0,547.0
8152,ri_hoelzl,0.0,0.0,754.0
6610,homedesignLA,0.0,0.0,5112.0
8153,richardcharkham,0.0,0.0,185.0
8155,richkidcampbell,0.0,0.0,6433.0
8156,rifelex,0.0,1.0,406.0
8157,rifnote,0.0,0.0,589.0
6606,holagatito1453,0.0,0.0,209.0
6604,hoc_pod,0.0,0.0,680.0
6594,historyblokes,0.0,1.0,1432.0
6603,hnscart,0.0,0.0,224.0
6601,hncynic,0.0,0.0,99.0
8159,rikjaz,0.0,0.0,2774.0
6599,hkazzachat,0.0,0.0,58.0
6598,hk_sakai,0.0,0.0,178.0
8160,rinachandran,0.0,0.0,4458.0
6596,historylab_tom,0.0,0.0,6591.0
8161,rinekarr,0.0,1.0,400.0
6505,grcyangel,0.0,0.0,261.0
9054,yomhazhy,0.0,0.0,496.0
7918,pauloCanning,0.0,0.0,4879.0
6399,gabbyheffernan,0.0,0.0,1752.0
6419,gdpr99,0.0,0.0,1116.0
6418,gdibarry,0.0,0.0,24.0
6417,gboyegaAdedeji,0.0,0.0,4398.0
6416,gbetutv,0.0,0.0,6273.0
6414,gbeducitynews,0.0,0.0,76.0
8287,sauconykid,0.0,0.0,3571.0
8288,savafricaglobal,0.0,0.0,1361.0
6413,gbade_AR,0.0,0.0,1522.0
6411,gavinmyaz,0.0,1.0,344.0
6410,gatta1000,0.0,0.0,1229.0
6409,gatmash,0.0,0.0,111.0
6408,gashbarkaa,0.0,0.0,212.0
6407,gasfacebot,0.0,0.0,64.0
6406,garethjwall,0.0,0.0,902.0
8289,savagebistro,0.0,0.0,53.0
6404,gani_jonathan,0.0,0.0,2321.0
6403,gangwar_rohan,0.0,0.0,10.0
8290,saviorsevents,0.0,0.0,231.0
6401,gahundemaurice,0.0,0.0,137.0
6420,geekkenya,0.0,0.0,322.0
6421,geniuswriter1,0.0,2.0,3163.0
8285,sasu_xpc,0.0,0.0,1914.0
6426,geoffs65,0.0,0.0,354.0
6433,georginaadam,0.0,0.0,11543.0
6432,georgietc,0.0,0.0,35.0
8272,sanjay_ahl,0.0,0.0,1343.0
6431,georgedunn10,0.0,0.0,1110.0
6429,geordiegirl2003,0.0,0.0,131.0
6428,geomax54,0.0,1.0,122.0
8274,sara_huws,0.0,0.0,3913.0
6427,geomannie531,0.0,1.0,444.0
8275,sarahebeech,0.0,0.0,609.0
8284,sassyb2be,0.0,0.0,190.0
8276,sarahedgehill,0.0,0.0,124.0
8277,sarahgoldbart,0.0,1.0,277.0
8278,sarahguestperry,0.0,0.0,3665.0
6424,genuineafrica,0.0,0.0,16.0
8279,sarahjilani,0.0,0.0,1898.0
6423,genshakgolak,0.0,0.0,649.0
8281,saranorvell,0.0,0.0,49.0
8283,sarisabasadiya1,0.0,0.0,15.0
8292,saxonbys,0.0,0.0,98.0
6398,fyighana,0.0,0.0,187.0
6504,grauniad_news,0.0,0.0,225.0
6397,fxp123,0.0,0.0,298288.0
8303,scantix,0.0,0.0,196.0
8304,scarfizal,0.0,0.0,53222.0
8305,sceastwood,0.0,0.0,677.0
6375,frochaix,0.0,0.0,311.0
8306,scheyerlec,0.0,0.0,1053.0
6374,frizzychick,0.0,0.0,1489.0
6373,fritzgroegel,0.0,0.0,630.0
6372,fritfly,0.0,0.0,329.0
6370,frida1998,0.0,1.0,540.0
6369,freshdjiceberg,0.0,0.0,19.0
6368,freshayoo,0.0,0.0,415.0
8309,schoolatika,0.0,0.0,1204.0
8310,schoolmoneyorg,0.0,0.0,3502.0
9057,yourteacheralan,0.0,0.0,31.0
8313,sciolism007,0.0,0.0,3115.0
8314,scottsherrard,0.0,0.0,1138.0
8315,scrnager,0.0,4.0,1044.0
6365,freereed59,0.0,0.0,3412.0
8316,sctuition1,0.0,0.0,59.0
6378,fromerec,0.0,0.0,495.0
6379,fronology,0.0,0.0,118.0
6380,frontierindia,0.0,0.0,532.0
6390,funny_aquila,0.0,0.0,6710.0
8293,sayetaryor,0.0,1.0,1884.0
8294,sayomartin,0.0,0.0,623.0
8295,sbardella,0.0,0.0,372.0
6395,futurebird,0.0,1.0,5826.0
8296,sbayjoo,0.0,0.0,350.0
9056,youngpattygoss,0.0,0.0,173.0
8297,sbdoughty,0.0,0.0,32.0
6392,furumich,0.0,0.0,109.0
6389,funmiyiola,0.0,0.0,11.0
6381,frontwheelskid,0.0,0.0,283.0
6388,fulcrumanglican,0.0,0.0,2146.0
6387,fulaninewsmedia,0.0,0.0,402.0
6386,fukbank,0.0,0.0,329.0
8301,sbrahman__,0.0,0.0,134.0
6384,fuckyouisrael22,0.0,0.0,6.0
8302,sbubuthelezi1,0.0,0.0,2370.0
6383,fshoto1,0.0,0.0,215.0
6382,fryattstreet,0.0,0.0,1617.0
9055,yonigirl88,0.0,0.0,1308.0
8270,sandraobehi,0.0,0.0,52.0
6435,gerardnerr,0.0,0.0,345.0
7541,musiqnote1,0.0,0.0,580.0
6484,gogeafrica,0.0,1.0,4077.0
8240,sadhbhnora,0.0,0.0,117.0
6483,goetheuni,0.0,0.0,20360.0
8241,sadizid,0.0,1.0,2598.0
6481,godeski,0.0,0.0,149.0
6480,gobradiouk,0.0,0.0,143.0
6479,gobnewsportal,0.0,0.0,179.0
8242,safety_promo,0.0,0.0,67072.0
6478,go_goodinme3,0.0,0.0,2.0
6477,gnchevalier,0.0,0.0,240.0
8243,sahdyadarr,0.0,0.0,1090.0
8244,saheliantimes,0.0,0.0,513.0
6475,gmb33540,0.0,0.0,289.0
6474,gluecksbazillus,0.0,1.0,237.0
8245,saiduabubakar96,0.0,0.0,60.0
6472,globaltimesng,0.0,0.0,3218.0
8246,saiidat,0.0,1.0,545.0
8248,saka_luqman,0.0,0.0,138.0
6470,globalissuesweb,0.0,0.0,22324.0
6485,goldenblackkidd,0.0,1.0,479.0
6486,goldengreyz,0.0,0.0,64.0
8239,sadeyesllb,0.0,0.0,145.0
8236,sabiurnews,0.0,0.0,37.0
6503,grasshopperpie,0.0,1.0,1042.0
6502,grannyweathewax,0.0,0.0,234.0
8235,saayEritrea,0.0,1.0,7248.0
6501,grahamcather1,0.0,2.0,184.0
6500,gracelindo_,0.0,1.0,2184.0
6499,gracelandcofgm,0.0,0.0,787.0
6498,gpawn,0.0,0.0,15.0
6497,gparzer2,0.0,0.0,95.0
6496,governance9ja,0.0,0.0,237.0
8238,saddad52,0.0,0.0,255.0
6495,gossipgirlbrox2,0.0,0.0,34.0
6494,gospel_Rx,0.0,0.0,1449.0
6493,gorny91,0.0,2.0,45.0
6492,gorfram,0.0,4.0,793.0
6491,gordoabides,0.0,0.0,70.0
8237,sabrin999,0.0,0.0,376.0
6489,gomezpickering,0.0,0.0,16325.0
6488,golzarr,0.0,1.0,43.0
8249,salakoay_ola,0.0,0.0,1142.0
6469,globalfinanci14,0.0,0.0,61.0
8251,salinafloye,0.0,1.0,459.0
8267,samsonmamus,0.0,0.0,1250.0
8266,samsonj06544838,0.0,0.0,24.0
6450,ghulamashraf,0.0,0.0,838.0
6449,ghostdrive,0.0,1.0,336.0
6448,ghostcatbce,0.0,0.0,1896.0
6447,ghonenews,0.0,0.0,20071.0
6446,ghilondon,0.0,0.0,3281.0
6445,ghanawebportal,0.0,0.0,236.0
6444,ghanaguardian1,0.0,0.0,1815.0
6443,ggsax,0.0,0.0,37.0
8264,sammymagdy,0.0,0.0,1406.0
6442,ggha_bbi,0.0,0.0,2096.0
6441,gfisch2000,0.0,0.0,287.0
6440,gezetace,0.0,0.0,1198.0
8268,samuelkoch62,0.0,0.0,41.0
8269,samuhub,0.0,0.0,339.0
6439,gevemac,0.0,0.0,550.0
6438,getviewupdates,0.0,0.0,124.0
6437,germanynews_b,0.0,0.0,3783.0
8265,samson_alabson,0.0,0.0,5.0
8263,samjunior01,0.0,0.0,11570.0
8252,sallyjpeters,0.0,0.0,57.0
6463,givens20,0.0,0.0,843.0
9005,wondrouspaths,0.0,0.0,1979.0
6468,global_thoughts,0.0,0.0,5114.0
8254,salonsitem,0.0,0.0,4825.0
6467,globaintraco,0.0,0.0,151.0
8255,saltlightposts,0.0,0.0,81.0
6466,glchouin,0.0,0.0,556.0
6465,gkb59,0.0,0.0,86.0
8256,salvatorRosa,0.0,2.0,1092.0
8259,samadamsthedog,0.0,0.0,567.0
6454,gidipurity,0.0,0.0,105.0
6461,gistvile,0.0,0.0,234.0
6460,gistshub,0.0,0.0,124.0
6459,gistsbaze,0.0,0.0,328.0
6458,gistmetro,0.0,0.0,731.0
9004,womenandafrica,0.0,0.0,3640.0
6456,giovannad_arco,0.0,0.0,1189.0
6455,gingeek,0.0,0.0,2422.0
8262,samiuhhh,0.0,0.0,957.0
8121,realtorynews,0.0,0.0,271.0
8120,realtime_ng,0.0,0.0,112.0
8119,reals1111,0.0,0.0,175.0
6833,jeffmcollins,0.0,0.0,678.0
6847,jerayawara,0.0,0.0,4554.0
7980,pinnaclehills,0.0,0.0,1191.0
9011,worldnews_guru,0.0,0.0,21.0
6846,jephtahfasola,0.0,0.0,152.0
6845,jentlejoon,0.0,2.0,3131.0
7982,pippajbanham,0.0,0.0,2648.0
7983,pitharoy,0.0,0.0,5559.0
9042,yanzhou77,0.0,0.0,151.0
7984,piyushmittal,0.0,1.0,16635.0
6842,jennifer_hsu,0.0,0.0,1558.0
7985,pjmatheson,0.0,0.0,1090.0
7987,plashmar,0.0,0.0,1655.0
6840,jengibbons76,0.0,1.0,195.0
7988,platformnewsht,0.0,0.0,99.0
6838,jen_a_thornton,0.0,3.0,1309.0
6837,jeiwatts,0.0,0.0,1102.0
7989,platinum_fabz,0.0,0.0,88.0
6836,jeffwilliams2x2,0.0,0.0,2708.0
6835,jeffreyTK,0.0,0.0,1412.0
7978,pinkintwit,0.0,1.0,199.0
6849,jermergerg,0.0,1.0,194.0
7977,pinkWatanabe,0.0,0.0,743.0
7968,philosofoyle,0.0,1.0,971.0
6864,jill_gibbon,0.0,0.0,817.0
6863,jidesports,0.0,1.0,1349.0
7965,philippaUNHCR,0.0,0.0,1371.0
6862,jickjohnson,0.0,0.0,125.0
7966,phillcole40,0.0,0.0,1717.0
6861,jiJonathon,0.0,0.0,1364.0
7967,philmjones2,0.0,0.0,23.0
6860,jhowesuk,0.0,0.0,1580.0
7970,phoenix8663,0.0,0.0,359.0
6850,jeromemuhammad1,0.0,0.0,10.0
7972,phresh_presh,0.0,2.0,170.0
6857,jgmariner,0.0,0.0,15712.0
6856,jfainaud,0.0,0.0,1461.0
7973,pidybi,0.0,0.0,521.0
7974,pierpointrules,0.0,0.0,22.0
7975,pierrenovellie,0.0,0.0,8090.0
7976,pigreen1,0.0,0.0,1044.0
6851,jerushatanner,0.0,0.0,4159.0
7992,pmorpurgo,0.0,0.0,44.0
7999,politicalHEDGE,0.0,0.0,75315.0
6650,iSocialthat,0.0,0.0,14.0
6832,jeegaram1996,0.0,0.0,2617.0
6813,jarastaroots,0.0,0.0,1661.0
6812,japanauthor,0.0,0.0,460.0
9044,yellowlyfe_,0.0,0.0,62.0
8017,pre_chewed_news,0.0,0.0,28.0
6811,janicependarvis,0.0,0.0,851.0
8018,preciousomonze,0.0,0.0,610.0
6810,janicemorphet,0.0,0.0,3528.0
6809,janekarro,0.0,0.0,48.0
6808,janefrances005,0.0,0.0,699.0
6807,jamoartwox,0.0,0.0,1.0
6806,jamjam_ftgf,0.0,0.0,35.0
8019,prepaid_africa,0.0,0.0,7350.0
6804,jameswjacobs,0.0,1.0,2787.0
8021,pressnut,0.0,0.0,1.0
8022,prettyloadedng1,0.0,0.0,4312.0
8023,prettyzoely,0.0,0.0,1008.0
6802,jamesgreid,0.0,0.0,2099.0
8024,preyeyinkore,0.0,0.0,2644.0
8025,prezzzz5,0.0,0.0,1213.0
8016,pravdaispravda,0.0,0.0,353.0
8015,pouvoir87,0.0,0.0,469.0
9043,yecheilyah,0.0,0.0,733.0
6824,jcook092,0.0,1.0,100.0
6831,jeanpierreOSINT,0.0,0.0,6.0
8003,polititrolls,0.0,0.0,315.0
8004,poppymasselos,0.0,0.0,1825.0
8005,popuolajr,0.0,0.0,461.0
6829,jdsdawson,0.0,1.0,152.0
6828,jdrodrigues,0.0,0.0,1121.0
6827,jdowling77,0.0,0.0,783.0
6825,jcrisantoas,0.0,0.0,1971.0
8010,positiveworldon,0.0,0.0,35.0
6816,jasminkagriffin,0.0,0.0,2710.0
8011,post_asia,0.0,0.0,170.0
6822,jcalpickard,0.0,1.0,594.0
6821,jbgreen52,0.0,0.0,12.0
6820,jbdragon95,0.0,0.0,900.0
6819,jaydoll51,0.0,0.0,13193.0
6818,javierespada11,0.0,0.0,643.0
8014,poukart,0.0,0.0,87.0
6817,jaundicedview2,0.0,0.0,116.0
7963,philipkong,0.0,0.0,188.0
7962,philipkingscott,0.0,1.0,775.0
7961,philclark79,0.0,0.0,7403.0
6866,jimasheville,0.0,0.0,140.0
6921,josetxualgorta,0.0,0.0,183.0
7929,pedrotonye,0.0,0.0,25.0
7930,peendie,0.0,0.0,2719.0
6919,josephine_ann_g,0.0,0.0,4.0
7932,penfoldwsx,0.0,1.0,132.0
7933,penglobalinc,0.0,0.0,31.0
7934,penseesdomptees,0.0,0.0,415.0
6917,jornalistavitor,0.0,0.0,35346.0
7935,pepprish,0.0,0.0,340.0
6916,jornalagora_,0.0,0.0,19.0
6914,joonspoIaris,0.0,0.0,384.0
6913,jonsmalldon,0.0,0.0,845.0
6912,jonjones,0.0,1.0,21334.0
6911,jondknight,0.0,0.0,643.0
6910,jonathantranter,0.0,1.0,6567.0
7937,periuspb,0.0,1.0,5196.0
6909,jonaspaul007,0.0,2.0,14.0
7938,perlesduquai,0.0,1.0,1733.0
7939,peruenlanoticia,0.0,0.0,54531.0
7928,pedeoma,0.0,0.0,16.0
7927,pearson_sydnee,0.0,0.0,31.0
6924,josserich,0.0,0.0,655.0
6936,jpm144,0.0,0.0,71.0
6944,jublix,0.0,0.0,99.0
6943,juanmuriangoski,0.0,0.0,658.0
6942,juanclavell4,0.0,0.0,7.0
6941,jthhj_iytb,0.0,0.0,14.0
6940,jt120651,0.0,0.0,2049.0
7920,paulwhit22,0.0,0.0,53.0
6938,jsarfatichiprut,0.0,0.0,1034.0
6937,jrdfowell,0.0,0.0,184.0
6935,jpkasusula,0.0,0.0,20.0
6925,josteez_,0.0,5.0,15085.0
6932,jp_scholz,0.0,0.0,1019.0
6931,joyfulnoyz,0.0,0.0,2122.0
6930,joyceonyekwere,0.0,0.0,2544.0
6929,joycegtweets,0.0,0.0,7.0
7924,pdscott,0.0,1.0,1847.0
6928,joyceanakaa,0.0,0.0,450.0
6927,jowilliams293,0.0,0.0,21042.0
7925,peacepills,0.0,0.0,353.0
7940,pete_lighthouse,0.0,0.0,233.0
6906,johnwat82140606,0.0,0.0,0.0
7943,peterddawson,0.0,0.0,646.0
6877,jl_olanile,0.0,0.0,97.0
6885,jobywicks,0.0,0.0,880.0
7957,pharafina,0.0,0.0,2384.0
6883,joaomcrodrigues,0.0,0.0,49.0
7958,phasesafrica,0.0,0.0,556.0
6881,joannekarma,0.0,0.0,1267.0
6880,jnthnwwlsn,0.0,2.0,7226.0
6879,jnizzo,0.0,0.0,101.0
7959,phil_heal,0.0,0.0,2959.0
6876,jl_hoyas,0.0,0.0,1735.0
6887,joelpatterson1,0.0,0.0,33.0
6875,jjsadek,0.0,1.0,403.0
6873,jjcornish,0.0,0.0,3540.0
6872,jjcjmc,0.0,0.0,2663.0
6871,jjake61,0.0,1.0,1020.0
6870,jimprice75,0.0,0.0,273.0
6869,jimmckeown,0.0,0.0,763.0
6868,jiminychristian,0.0,0.0,2.0
7960,phil_oates,0.0,2.0,1395.0
7956,phalcon7,0.0,0.0,1333.0
9040,yagerlener,0.0,0.0,9.0
6904,johnsnowkanu,0.0,0.0,175.0
7949,peterwmcmahon,0.0,0.0,1525.0
7944,peterfernando17,0.0,0.0,5.0
6902,johnpasmore,0.0,0.0,831.0
6901,johnnypick2,0.0,0.0,40.0
7945,peterholdaway,0.0,0.0,235.0
7947,peterr2757,0.0,0.0,126.0
6899,johnmthomasjr,0.0,0.0,16509.0
7948,peterstopcrime,0.0,0.0,562.0
6897,johnkidenda,0.0,0.0,1171.0
7950,petetaylor97,0.0,0.0,1003.0
6889,jogany,0.0,0.0,780.0
6894,johnbattiste,0.0,0.0,390.0
7951,petrusAtlantis,0.0,0.0,193.0
6893,johnantifas,0.0,0.0,4231.0
7952,pfirsch,0.0,0.0,319.0
6891,john_sour,0.0,1.0,194.0
6890,johannes_rath,0.0,1.0,235.0
7954,pghntr,0.0,0.0,297.0
7955,pgsaunders,0.0,0.0,237.0
8027,primenewsnig,0.0,0.0,1660.0
6799,james_muhs,0.0,0.0,1.0
8028,pristine_n1,0.0,0.0,63364.0
6720,incogafrican,0.0,0.0,58.0
8093,rainbowsynergie,0.0,0.0,3082.0
6703,ihavetwitan,0.0,0.0,202.0
6702,ignacioalperin,0.0,0.0,5280.0
6701,igbaduntvng,0.0,0.0,3304.0
6700,igallupd,0.0,0.0,4478.0
8094,rainscriptinc,0.0,0.0,16.0
6699,ifedollapoh,0.0,0.0,12.0
6698,idopemoniey,0.0,0.0,1280.0
8096,raj65025523,0.0,0.0,1176.0
8099,rakdiva,0.0,0.0,486.0
6697,idaaivy,0.0,0.0,28.0
8100,randerdd,0.0,0.0,1406.0
6696,icyybrandy,0.0,0.0,638.0
8101,rapunzelwaves,0.0,0.0,255.0
6694,icewinddale1,0.0,1.0,489.0
6693,icemagazine1,0.0,0.0,354.0
6691,ibrahimjoseph71,0.0,0.0,6.0
6690,iboogey1,0.0,1.0,1024.0
6689,ibekwe80,0.0,0.0,1211.0
6704,ihemhuruegulem,0.0,0.0,1283.0
8091,radseg_cs,0.0,0.0,80.0
8089,radicalise1,0.0,0.0,62.0
6714,ilmigliorista1,0.0,0.0,166.0
8076,qz_once,0.0,0.0,15.0
6719,in_dinx,0.0,0.0,69.0
6718,impressionismx,0.0,0.0,366.0
6717,imoyamonroque,0.0,0.0,232.0
8078,r_laurab,0.0,0.0,4.0
8079,rabbitfanta,0.0,0.0,687.0
6715,ilovebeingblack,0.0,0.0,5193.0
8080,rabbitholer,0.0,2.0,993.0
6713,illegaladverts,0.0,0.0,453.0
8088,radicalanthro,0.0,0.0,4855.0
8081,rabilebon,0.0,0.0,1195.0
8082,race_conditI0n,0.0,0.0,1397.0
8083,rachaelminott,0.0,1.0,2541.0
8084,rachelaholmes,0.0,0.0,184.0
8085,racheljsmith,0.0,0.0,176.0
6709,ilfmuseum,0.0,0.0,2010.0
6708,ilaa2912,0.0,0.0,2365.0
8087,racheltoywrites,0.0,0.0,465.0
6688,ianmnoone,0.0,0.0,1314.0
8103,rasheedhamed8,0.0,0.0,76.0
6687,ianlafleur,0.0,0.0,174.0
6659,iam_deejay97,0.0,0.0,245.0
8112,rbresler,0.0,0.0,170.0
8113,rchiovoloni,0.0,0.0,74.0
8114,rcssmedasmith,0.0,0.0,807.0
6665,iam_wytdiamond,0.0,0.0,72.0
6664,iam_tonebrown,0.0,2.0,1311.0
6662,iam_princevee,0.0,0.0,8968.0
6661,iam_osehi,0.0,0.0,1511.0
6660,iam_opa,0.0,0.0,139.0
6658,iamNwB,0.0,0.0,395.0
6668,iambosslawrence,0.0,0.0,777.0
6657,iamNdidi,0.0,0.0,2236.0
6656,iamCeddiz,0.0,0.0,2303.0
6655,iamAlub,0.0,1.0,1461.0
9008,world_igbo,0.0,0.0,39.0
8117,realPaulinus,0.0,0.0,1478.0
6652,i_publications,0.0,0.0,261.0
6651,iTsPersyNo,0.0,0.0,3.0
8118,real_suprememag,0.0,0.0,502.0
6667,iambabikay,0.0,0.0,131.0
9009,world_tour88,0.0,1.0,45.0
8105,ratqueen01,0.0,0.0,743.0
8106,raulrey0,0.0,0.0,456.0
6684,ian_lawley,0.0,0.0,166.0
6683,iamwonyae,0.0,0.0,1979.0
6682,iamtenseven,0.0,1.0,20475.0
6681,iamsuede,0.0,0.0,17848.0
6680,iamsocialdana,0.0,0.0,68.0
6679,iamsatyaindra,0.0,0.0,87.0
9049,yeyoarts,0.0,0.0,715.0
6678,iammisstrees,0.0,0.0,150.0
6677,iamjosephdreams,0.0,0.0,1827.0
6669,iamchukwudi_,0.0,0.0,873.0
6676,iamikhana,0.0,1.0,275.0
8107,rawafricanews,0.0,0.0,838.0
6675,iamijeeeee,0.0,0.0,69.0
6674,iamhenryobi,0.0,0.0,2055.0
6673,iamfestusbello,0.0,0.0,781.0
6672,iamesthereshiet,0.0,0.0,5024.0
8110,rayumunna,0.0,0.0,10.0
