,username,retweetCount,replyCount,followersCount
4944,ZarambaudM,1.0,0.0,2300.0
4940,ZSalehKarate,1.0,0.0,67.0
5662,byzbets,1.0,0.0,551.0
4929,YorkClio,1.0,0.0,1140.0
4927,YoliZama,1.0,1.0,7810.0
5671,caillemillner,1.0,2.0,7080.0
4925,YodaDeFi,1.0,1.0,749.0
4923,YoChidi,1.0,0.0,15.0
4922,Yinka_freeman,1.0,2.0,925.0
5674,camillemarys,1.0,0.0,758.0
6245,estherschindler,1.0,1.0,13183.0
4103,SawyerJerry,1.0,1.0,11497.0
7051,kimbiddulph,1.0,0.0,3589.0
6705,ihf_info,1.0,0.0,48447.0
6710,ilissafrica,1.0,0.0,862.0
3424,OCAfricano,1.0,0.0,776.0
3422,OBAPALACEBENlN,1.0,0.0,1264.0
3417,NwachukwuImmac3,1.0,1.0,112.0
3416,NuwbiaDesignz,1.0,0.0,735.0
6722,indiainpixels,1.0,1.0,49630.0
3411,Nurlalah,1.0,1.0,920.0
3399,Noire_TV,1.0,0.0,546.0
3396,Noble_Crew,1.0,0.0,1781.0
3393,NoWayMay2,1.0,0.0,87.0
6739,inteldose,1.0,0.0,169.0
6741,interactive_key,1.0,0.0,1708.0
3384,Niyves,1.0,0.0,524.0
6754,irishexaminer,1.0,0.0,217745.0
6756,iruefii,1.0,2.0,2491.0
9047,yevad_,1.0,0.0,961.0
3365,NigeriaNewsWeb,1.0,0.0,656.0
6759,isa_ilerbe_bake,1.0,1.0,197.0
6760,isaacprinze,1.0,0.0,131.0
3350,Nickfromupnorth,1.0,0.0,6944.0
3348,NickSquires1,1.0,0.0,4370.0
3346,NickEdenHaslam,1.0,0.0,141.0
6766,issawomanista,1.0,1.0,904.0
6770,itsLauraJones,1.0,4.0,664.0
6795,jakpost,1.0,0.0,940808.0
6706,iip_program,1.0,3.0,304.0
3451,ObserverArts,1.0,0.0,89640.0
6800,james_yeku,1.0,0.0,838.0
3454,OdoziIyase,1.0,0.0,21.0
6584,hesselmann,1.0,1.0,9906.0
6592,historianspeaks,1.0,0.0,6175.0
6593,history_ou,1.0,0.0,934.0
6595,historyfact_,1.0,0.0,186.0
6600,hn_frontpage,1.0,0.0,2175.0
49,360nl,1.0,0.0,4860.0
3573,PAfricanNations,1.0,0.0,8144.0
6614,horlogeveer,1.0,0.0,126.0
6623,hsozkultservice,1.0,0.0,5487.0
3555,Othyforyou,1.0,0.0,473.0
3547,OscarMedia,1.0,0.0,1898.0
3546,Osaz112,1.0,0.0,66.0
6635,i3create,1.0,0.0,736.0
3537,OrkneyPixie,1.0,0.0,642.0
6642,iExploreGH,1.0,0.0,16.0
3525,Opiniestukken,1.0,0.0,4776.0
3522,OpenLinkArtData,1.0,1.0,1225.0
3516,OnlyZans,1.0,0.0,2385.0
6653,iagifted,1.0,1.0,73.0
6663,iam_rilli,1.0,0.0,3540.0
9050,yfwills,1.0,0.0,225.0
3490,OloriSupergal,1.0,1.0,238103.0
3482,Ola_Salem,1.0,1.0,7968.0
6685,ianbirrell,1.0,0.0,42031.0
3455,OdumChild,1.0,0.0,89.0
6798,james_dunlap,1.0,0.0,349.0
6803,jamesmjharrison,1.0,0.0,4317.0
6581,heritage_ideas,1.0,0.0,1744.0
3137,MsQuinnHistory,1.0,0.0,2947.0
6920,josephlobianco,1.0,0.0,3075.0
3133,MsKiaWilliams1,1.0,0.0,832.0
6923,josiegz,1.0,0.0,2754.0
3127,MrsScottGBS,1.0,1.0,236.0
6951,julesartvan,1.0,0.0,325.0
3090,Moonbootica,1.0,0.0,3876.0
6959,jumiatravelNG,1.0,0.0,58987.0
3086,Montwizy,1.0,0.0,556.0
3072,ModProps,1.0,0.0,17350.0
9035,xpresslove1,1.0,1.0,64.0
3054,Miss_Aire,1.0,0.0,851.0
3048,MissFultonHist,1.0,0.0,828.0
3043,MirandaKaufmann,1.0,4.0,12299.0
3041,MirabilisDave,1.0,0.0,2340.0
6992,karimbitar,1.0,1.0,22195.0
7010,kboughida,1.0,0.0,1947.0
3013,MichaelAtwoodM,1.0,0.0,1772.0
3008,Metricsafrica,1.0,0.0,78188.0
7031,kenjiito,1.0,0.0,228.0
2987,MediabypassN,1.0,0.0,235.0
2985,MediaFlood,1.0,0.0,190.0
7033,kenstine,1.0,0.0,1144.0
2974,McCreadieJoanna,1.0,0.0,3751.0
2969,MbekiSchool,1.0,1.0,39577.0
2965,MayazRah,1.0,0.0,416.0
3136,MsPasty,1.0,0.0,1712.0
3140,Muanfulasi,1.0,0.0,1655.0
3299,NewsAboutLife,1.0,0.0,3574.0
6915,jordanfibonacci,1.0,2.0,4675.0
6805,jamiegelbtuch,1.0,0.0,2225.0
3289,NewAfricanMag,1.0,0.0,19238.0
3273,NebiyuTedla,1.0,0.0,6380.0
6830,jeanmcameron,1.0,1.0,8130.0
59,4biddnKnowledge,1.0,1.0,11486.0
3250,NanettevdLaan,1.0,0.0,1882.0
6839,jendalmart,1.0,0.0,1378.0
6841,jenkers_en,1.0,0.0,1310.0
6843,jennypistella,1.0,0.0,2130.0
3236,Naija_Now,1.0,0.0,71.0
3231,NaijaHistory,1.0,2.0,228.0
3226,NafissathR,1.0,0.0,207.0
3216,NUBlockMuseum,1.0,0.0,1990.0
3215,NTU_Museum,1.0,0.0,498.0
3212,NOA_EdoState,1.0,0.0,116.0
6874,jjgarsha,1.0,0.0,1049.0
6886,jocavil72,1.0,0.0,151.0
3178,MzAgams,1.0,0.0,1897.0
6892,john_tomaney,1.0,1.0,2202.0
6896,johngiblin,1.0,0.0,735.0
63,54AfricaConsult,1.0,0.0,225.0
3159,MuseumsUpdate,1.0,0.0,2600.0
9039,yagbebi,1.0,0.0,4825.0
6908,jonas_bens,1.0,0.0,318.0
3147,MunyaSiggs26,1.0,1.0,663.0
6582,heronsgateinc,1.0,0.0,1155.0
3609,PapeNoble,1.0,0.0,1973.0
4102,SavvyArtSpace,1.0,1.0,2540.0
3971,Rosieeatsjam,1.0,2.0,1921.0
3969,RoseofSharonO,1.0,2.0,1071.0
3968,Roseanna_PfH,1.0,0.0,368.0
6339,foolsandbairns,1.0,0.0,25.0
3964,Rootstoglory,1.0,0.0,253.0
6343,forumdoteu,1.0,0.0,2997.0
6348,fotokerstin,1.0,0.0,1093.0
3950,RobDexES,1.0,0.0,3538.0
3945,Rizvanadeniyi,1.0,0.0,5022.0
3943,RipplesNG,1.0,0.0,21447.0
3936,RickZednik,1.0,0.0,3348.0
3930,RichTvAfrica,1.0,2.0,6087.0
42,2covet,1.0,1.0,2449.0
6366,freeze_memes,1.0,0.0,421.0
3917,Retiario,1.0,0.0,14547.0
6367,frescacowboy,1.0,1.0,2576.0
3913,ResearchBuzz,1.0,0.0,5575.0
3907,Reneh,1.0,1.0,1060.0
6377,fromarsetoelbow,1.0,0.0,1087.0
3899,ReginaldODonog1,1.0,1.0,861.0
3895,ReemKhurshid,1.0,0.0,6862.0
6385,fufuisonme,1.0,0.0,3252.0
6391,funpet007,1.0,0.0,196.0
6393,fuseboxradio,1.0,0.0,6959.0
3881,RealOkakah,1.0,1.0,2726.0
6394,futuramiah,1.0,0.0,268.0
3970,RosieScribblah,1.0,0.0,2946.0
6337,foodiegreedie,1.0,1.0,126.0
3866,RasealMotors,1.0,0.0,109.0
3978,RoySpeckhardt,1.0,0.0,3614.0
4100,SavinArts,1.0,0.0,110.0
4098,SassyE,1.0,3.0,6830.0
6260,everythingsings,1.0,0.0,470.0
6264,expertsonafrica,1.0,0.0,137.0
4083,Santos09909,1.0,0.0,1046.0
4076,SandrasPainting,1.0,0.0,6021.0
4070,Samsmethers,1.0,3.0,10200.0
4067,SamiraNadkarni,1.0,0.0,2582.0
4060,SamJazzBlues,1.0,0.0,653.0
6287,farai,1.0,0.0,73244.0
4045,SabrinaSpiher,1.0,1.0,1090.0
4044,Sabine75006,1.0,0.0,4922.0
6290,fatiabubakarr,1.0,0.0,1461.0
4040,S_Fleary1,1.0,0.0,1401.0
4039,SZondi,1.0,0.0,8403.0
6294,fauxmonde,1.0,0.0,260.0
6300,feline_charm,1.0,1.0,6243.0
6305,femmeminem,1.0,0.0,9034.0
6307,ferbsx,1.0,1.0,598.0
4013,SHJSchool,1.0,1.0,79.0
4008,SFezile_,1.0,0.0,185.0
4001,SBrobbey78,1.0,0.0,1211.0
6324,flowersofmyself,1.0,2.0,1783.0
3993,SABreakingNews,1.0,1.0,829165.0
6330,foggybottomgal,1.0,1.0,8190.0
3877,RealBisi,1.0,0.0,1568.0
3856,Randiga,1.0,0.0,172.0
3612,ParadigmHQ,1.0,0.0,17498.0
3703,Philmmaker1111,1.0,1.0,319.0
3694,Phil_Free_,1.0,0.0,2957.0
3691,PharosTutors,1.0,0.0,1457.0
6537,hackingafrica,1.0,0.0,3261.0
3676,Pete_Riot,1.0,6.0,140.0
6538,haemanns,1.0,0.0,1028.0
3674,Petchary,1.0,0.0,16044.0
3673,Perserverance_,1.0,0.0,1069.0
3672,PersephoneTulon,1.0,0.0,1201.0
3671,Perrill_E,1.0,0.0,53.0
3670,PerneythePoet,1.0,1.0,1642.0
6544,hannah_m_crowdy,1.0,0.0,985.0
3659,Pen_Bird,1.0,0.0,4154.0
3655,PeleLee16,1.0,0.0,3220.0
3652,PedroFaro8,1.0,0.0,796.0
3650,PearlsRosesNL,1.0,1.0,13499.0
3649,PeaceFlowerSoul,1.0,0.0,758.0
6551,haruna_braimoh,1.0,0.0,4225.0
3647,PavilionWriters,1.0,1.0,2459.0
3634,PaulHenriCadier,1.0,0.0,3997.0
6564,heisrima,1.0,0.0,9665.0
6567,helena__history,1.0,0.0,211.0
3621,Pastor_nosa,1.0,0.0,304.0
6573,helenrcaton,1.0,0.0,3232.0
3617,ParkwoodPrimary,1.0,0.0,445.0
6575,helloalegria,1.0,1.0,7790.0
3701,PhillipsPOBrien,1.0,1.0,2113.0
3725,PlusTVAfrica,1.0,0.0,5827.0
3855,RamoniOba,1.0,2.0,213.0
3730,PoleMic79041607,1.0,0.0,3.0
6415,gbenro,1.0,0.0,9921.0
3848,RaheelaMahomed,1.0,0.0,4681.0
3839,RaceMirror,1.0,0.0,1276.0
3837,RYP__,1.0,2.0,18827.0
3836,RVeyt,1.0,6.0,2199.0
3831,RMCunliffe,1.0,0.0,21607.0
3830,RLivre,1.0,0.0,5056.0
6430,george_mckay,1.0,0.0,1690.0
3825,RICHKITINTL,1.0,0.0,1543.0
3819,RElvisgate,1.0,0.0,598.0
3807,QuibellPaul,1.0,0.0,92200.0
6451,giazilo,1.0,1.0,486.0
6452,gidi_9ja,1.0,0.0,1225.0
3791,PulseHuman,1.0,1.0,1646.0
6457,gistaroundyou,1.0,0.0,2610.0
7539,museumsFS,1.0,0.0,3007.0
6464,gjhansen,1.0,0.0,587.0
3780,PromisingGuy,1.0,0.0,57.0
3778,Project_Embrace,1.0,2.0,1149.0
3774,ProfSocrates399,1.0,0.0,10417.0
3772,ProfDaveAndress,1.0,0.0,10584.0
3769,Prison_Health,1.0,0.0,16337.0
3761,PrinceAkinboye,1.0,0.0,219.0
6476,gmrevans,1.0,0.0,1308.0
3757,PrimaArtClass,1.0,2.0,906.0
6462,gitumakk,1.0,1.0,464.0
5360,area51org,1.0,0.0,52040.0
8419,slidemongoose,1.0,0.0,1866.0
987,ChellaRamanan,1.0,0.0,6814.0
7688,noa_ha_,1.0,2.0,2196.0
8703,theresa_lola,1.0,0.0,5999.0
1510,EdinburghUnique,1.0,0.0,643.0
8138,renaud_pdx,1.0,1.0,46361.0
8659,theSalariya,1.0,0.0,3547.0
8219,rtim385,1.0,0.0,5459.0
7816,omonlakiki,1.0,0.0,38118.0
1911,GreatHeretic,1.0,0.0,2115.0
8046,ptnewkirk,1.0,0.0,2892.0
7685,nnadihara,1.0,0.0,270.0
8860,unsc1325,1.0,0.0,427.0
105,AFRICASeenHeard,1.0,0.0,1844.0
1247,DarwinBeliever,1.0,0.0,155.0
1516,EdmundTrotter,1.0,0.0,196.0
8221,rulersworldmag,1.0,0.0,3.0
785,BoneKnightmare,1.0,0.0,4207.0
8481,spoken_worldTIE,1.0,0.0,405.0
2072,Hyacinthe_Ree,1.0,0.0,869.0
891,CGTN_Culture,1.0,2.0,934.0
1521,EducationAtWeb,1.0,0.0,1391.0
8135,rekiaprestige,1.0,0.0,4724.0
8653,the65thbook,1.0,0.0,248.0
1524,Educationews,1.0,0.0,397.0
7835,ooh_shishii,1.0,1.0,81.0
1918,GroovySciFi,1.0,4.0,195.0
2053,HopesDavid,1.0,1.0,918.0
1919,GrossmanDIndy,1.0,0.0,596.0
7893,pariahnation737,1.0,1.0,113.0
8842,ulogo,1.0,0.0,65.0
7839,oria_espinosa,1.0,1.0,117.0
1752,FranciskaB,1.0,2.0,408.0
973,ChannelNewsAsia,1.0,0.0,1040793.0
1497,Ebererachael,1.0,0.0,2348.0
8052,punkistani93,1.0,0.0,5277.0
1499,EbruTVKenya,1.0,0.0,33272.0
2039,Historypodlist,1.0,0.0,2431.0
1501,EbunJoseph1,1.0,0.0,7497.0
8206,rossmonique,1.0,0.0,2232.0
130,AModernDayGriot,1.0,1.0,188.0
1745,FoxfieldPalm,1.0,0.0,203.0
110,AHI_Social,1.0,0.0,3096.0
2040,HitFMCalabar,1.0,0.0,12478.0
8208,rounderstudio,1.0,0.0,558.0
2042,Hiyapriya,1.0,0.0,4063.0
2043,Hlth_Literacy,1.0,0.0,6145.0
625,BDliveSA,1.0,4.0,343622.0
103,AFPAfrica,1.0,1.0,43987.0
1372,Djustman007,1.0,1.0,12690.0
1504,EconomistRadio,1.0,0.0,45836.0
8550,sunnylambe,1.0,0.0,1995.0
1273,DavidjhWelch,1.0,0.0,372.0
8414,skoldehoff,1.0,0.0,2180.0
1377,DolapoAina,1.0,2.0,3398.0
7919,paulrogers002,1.0,2.0,2222.0
8127,redviolin15,1.0,0.0,44.0
316,AigbeOsem,1.0,0.0,400.0
8878,uzora5,1.0,0.0,630.0
661,BarbaraMulvaney,1.0,0.0,997.0
8395,simon_schama,1.0,1.0,170349.0
831,BridgettHenwood,1.0,0.0,1573.0
8880,vaccinelover666,1.0,1.0,1915.0
7658,nhhoward,1.0,0.0,1572.0
662,BarbaraNavarro,1.0,0.0,21720.0
7914,paulinepark,1.0,0.0,2241.0
8092,rafandrews,1.0,1.0,1021.0
1542,Ekklesia_co_uk,1.0,1.0,11577.0
1543,EkpereNwankwo,1.0,1.0,5792.0
887,CFOPUBREL,1.0,0.0,1024.0
306,Agregenpoche,1.0,0.0,585.0
8126,redphoenixalpha,1.0,0.0,1244.0
305,AgoneDrone,1.0,1.0,13.0
9012,worldnewsbox,1.0,0.0,160.0
8693,thenaijalumia_,1.0,0.0,8323.0
8391,simboti_,1.0,2.0,70.0
8390,siman_hadi,1.0,8.0,367.0
2116,IamVeenseen,1.0,0.0,279.0
8490,srilankaglobal,1.0,1.0,4830.0
8639,texyellowdogdem,1.0,0.0,57540.0
8388,siliconlekki,1.0,0.0,25.0
1829,GemTvAfrica,1.0,0.0,866.0
317,Aimyandfriends,1.0,0.0,74.0
1828,GelatoBae,1.0,0.0,2087.0
7911,paulclift01,1.0,0.0,1839.0
7782,oleru6th,1.0,0.0,3413.0
776,BmillsBilly,1.0,0.0,3038.0
8410,skengman091,1.0,0.0,215.0
7834,onyxgod32,1.0,1.0,1271.0
774,Bloonipple,1.0,0.0,307.0
468,Antipolluters,1.0,0.0,8411.0
332,AkinloluOsb,1.0,0.0,316.0
2084,ICEE_ICOM,1.0,0.0,1818.0
331,AkhiPill,1.0,0.0,1424.0
1534,Eghosakruz,1.0,0.0,1184.0
655,BameFor,1.0,1.0,7104.0
1719,FixitFola,1.0,0.0,1910.0
1448,DrewDGray,1.0,3.0,1914.0
7908,paulageraghty,1.0,2.0,5520.0
324,Aized10,1.0,1.0,309.0
8090,radio_punchline,1.0,0.0,1012.0
2093,IK_AYELA,1.0,0.0,265.0
1536,EilidhLawrence,1.0,0.0,1687.0
1704,FieldHell,1.0,0.0,2455.0
770,BlkBritDem,1.0,0.0,9.0
8763,toluini,1.0,1.0,1670.0
2094,ILPANetwork,1.0,0.0,36.0
8876,uyi_joe,1.0,0.0,65.0
8430,sminaev2015,1.0,1.0,28809.0
1289,DebbyDonnelly,1.0,0.0,3248.0
85,AAzeezminuwa,1.0,0.0,42.0
1462,E7Drew,1.0,0.0,487.0
1786,GKS_STW,1.0,0.0,99.0
410,AmosMostert,1.0,0.0,165.0
406,Ammiedha,1.0,0.0,1499.0
938,CaroNgina,1.0,0.0,1514.0
8809,tse_tsefly,1.0,0.0,1419.0
8526,stjs_staveley,1.0,0.0,668.0
8811,tsga0,1.0,1.0,6518.0
8686,thekidshouldsee,1.0,0.0,18195.0
1326,DesignWeekLagos,1.0,0.0,140.0
1801,GalleriaIt,1.0,0.0,2.0
399,Ambgregory,1.0,4.0,234.0
8466,soulistaphd,1.0,3.0,15054.0
1291,DebisiAraba,1.0,0.0,3269.0
7733,obytwic,1.0,1.0,1166.0
1325,DesMchlmcgnn,1.0,0.0,2744.0
8683,thegreatkhafid,1.0,0.0,16812.0
7730,obatalamag,1.0,0.0,916.0
8817,tv360nigeria,1.0,0.0,3845.0
1323,DerekJohnBryant,1.0,0.0,1942.0
104,AFRICANGLOBE_,1.0,0.0,3350.0
1775,FurtherAfrica,1.0,0.0,16001.0
1321,Deonee15,1.0,1.0,168.0
8682,theglamacademic,1.0,0.0,2072.0
806,Boyle123G,1.0,0.0,1164.0
8069,queenfarron,1.0,0.0,474.0
1331,DetectingDigsUK,1.0,0.0,10501.0
585,AubreyHi,1.0,0.0,676.0
8805,trudimakhaya,1.0,0.0,13246.0
1464,EAAdare,1.0,0.0,205.0
926,Capt_ricks001,1.0,1.0,790.0
426,AndreaRobertso,1.0,0.0,531.0
7854,oshaugnessy,1.0,1.0,3523.0
93,AD4TVRadio,1.0,0.0,99.0
7750,ogbomo_maxwell,1.0,1.0,2.0
8528,storm___simpson,1.0,0.0,22.0
8461,sosadon1,1.0,1.0,408.0
8164,ripplo,1.0,1.0,1156.0
7749,ogbeniseyi,1.0,1.0,1923.0
8529,storyvilled,1.0,0.0,3155.0
1959,HanishaLalwani,1.0,0.0,992.0
1960,HannuAfere,1.0,2.0,581.0
8799,trevorw1953,1.0,0.0,8680.0
8530,stratosphere53,1.0,0.0,161.0
7850,oseegirl1,1.0,0.0,94.0
1345,Diana_monkey,1.0,2.0,5244.0
1472,ELCunliffe,1.0,0.0,713.0
8696,thenewzreel,1.0,0.0,236.0
8803,trouw,1.0,1.0,159135.0
1787,GMaApprentice,1.0,0.0,909.0
1799,GalenOfPergamum,1.0,0.0,939.0
1975,HatchamHistory,1.0,0.0,159.0
8450,soladeyemi,1.0,0.0,1002.0
1479,EOshilonya,1.0,0.0,17.0
1773,FullPricePod,1.0,3.0,8000.0
913,C_Rich75,1.0,1.0,2488.0
1357,DilliDurAst,1.0,0.0,126948.0
8525,stitzch,1.0,0.0,1876.0
569,AshirahSounds,1.0,0.0,271.0
8190,rogerg44,1.0,1.0,3875.0
2018,HilmaAlma,1.0,0.0,10.0
1814,Gayathri_RH,1.0,0.0,92.0
606,Ayan_Art_Doc,1.0,0.0,566.0
566,Ashantiubuntu,1.0,0.0,347.0
8436,snagapus,1.0,1.0,898.0
451,AnneRPierce,1.0,0.0,2157.0
1300,Deej_90s,1.0,0.0,457.0
7877,paintsandsings,1.0,0.0,1887.0
370,AlisonFisk,1.0,1.0,5638.0
2022,Hirn_Knoten,1.0,0.0,698.0
7878,paintwithlite,1.0,0.0,188.0
7840,originaljioke,1.0,1.0,17.0
369,AlisonBandeen,1.0,2.0,334.0
8670,thebloomix,1.0,1.0,1619.0
8431,smitajamdar,1.0,0.0,5767.0
368,Aline_Hayes,1.0,0.0,930.0
791,BonusLevelFund,1.0,0.0,1805.0
8199,ronkelawal,1.0,2.0,18819.0
8839,ukachukwuchinwe,1.0,1.0,570.0
8186,rockenschtroodl,1.0,1.0,7617.0
8443,snnbiafra,1.0,0.0,1776.0
7864,owenblacker,1.0,0.0,4817.0
7766,ojoshcreatives,1.0,0.0,348.0
8990,willjennings80,1.0,0.0,8123.0
1992,HelenFronius,1.0,0.0,166.0
8178,robinlemare,1.0,0.0,223.0
8539,subomiplumptre,1.0,0.0,81815.0
948,Catchoris,1.0,0.0,3003.0
918,Cameroon_Com,1.0,0.0,6429.0
7843,ortb_info,1.0,0.0,22211.0
596,AvironBenin,1.0,0.0,150.0
7868,oyosportsnews,1.0,0.0,7510.0
8469,soutikBBC,1.0,0.0,23306.0
2000,HenriettaRI,1.0,0.0,2840.0
803,Boundless_Mag,1.0,0.0,20.0
2001,Henry_McGhie,1.0,1.0,2276.0
439,AngelaKorras,1.0,0.0,3471.0
2002,Hephaestus7,1.0,0.0,14910.0
7719,nwaoma007,1.0,1.0,12570.0
956,Ceefour__,1.0,3.0,1646.0
7842,orsoraggiante,1.0,1.0,7731.0
8829,tylerontheair,1.0,0.0,499.0
443,AninhadaBest,1.0,0.0,146.0
8831,ubongabasi,1.0,1.0,1386.0
444,AnnKnaut,1.0,2.0,322.0
1933,GulshanK2,1.0,1.0,267.0
1544,Ekpnd2,1.0,1.0,208.0
1831,Gen_Buhar,1.0,1.0,7627.0
427,Andrea_Vez,1.0,0.0,631.0
213,AdeD1955,1.0,0.0,957.0
2198,ItsFnarf,1.0,2.0,180.0
8939,waikwawanyoike,1.0,1.0,12559.0
8940,waleghh,1.0,0.0,448.0
8740,timbeejones,1.0,2.0,3390.0
168,AWizardIsYou,1.0,1.0,2844.0
511,AristonDev,1.0,0.0,171.0
1172,DEJPett,1.0,2.0,9484.0
2207,Izzie_Farr,1.0,5.0,664.0
8102,rarduja,1.0,0.0,167.0
2208,JAJorgensen,1.0,1.0,492.0
8347,sexydjbabylynn,1.0,2.0,152542.0
8970,wetindeybrain,1.0,0.0,127.0
1579,Enantomhen,1.0,0.0,3581.0
1090,CommozioniA,1.0,1.0,1507.0
1606,Essay_Makers,1.0,0.0,75.0
1639,ExtraSportsNG,1.0,0.0,383.0
1580,EnebeliSam,1.0,0.0,7378.0
169,AYoungRandR,1.0,0.0,1093.0
1168,DBattistella,1.0,0.0,1653.0
1872,GirlsofGrime,1.0,0.0,1204.0
170,A_James_Esq,1.0,0.0,2463.0
1142,CultureWorksAus,1.0,0.0,13788.0
2197,ItsAlicePower,1.0,0.0,1499.0
1645,FAMa_DIRPA,1.0,0.0,93946.0
8938,wahalatoday,1.0,0.0,266.0
2195,ItanIbile,1.0,1.0,624.0
841,BritishHeraldUK,1.0,0.0,136310.0
229,AduAmpong_EA,1.0,0.0,945.0
7555,mykeliyoha,1.0,2.0,126.0
8008,portrigh,1.0,2.0,6930.0
1652,FDAllenGroupInc,1.0,0.0,5499.0
690,Beket_Aten,1.0,0.0,5870.0
1179,DIGIG00N,1.0,0.0,1761.0
8622,tejaswinibidwe,1.0,0.0,55.0
8978,widewalls1,1.0,0.0,10851.0
8286,satoEDK,1.0,0.0,8951.0
100,AEYahaya1,1.0,0.0,126.0
1141,CultureType,1.0,0.0,4639.0
8934,w_derham,1.0,0.0,2512.0
8976,whtsinit4Africa,1.0,0.0,1103.0
8111,raziaiqbal,1.0,0.0,11623.0
1177,DFofFreedom,1.0,0.0,1546.0
9010,worldnews134,1.0,0.0,185.0
8386,sibaerisch,1.0,0.0,1093.0
217,Adelekeayoola1,1.0,0.0,793.0
7599,navok_1,1.0,0.0,7336.0
7598,naunihalpublic,1.0,2.0,6298.0
7587,nanorfitzy,1.0,0.0,1266.0
1850,Germans4indyref,1.0,0.0,5847.0
709,BerghahnHistory,1.0,0.0,3740.0
2230,JRFernandez17,1.0,0.0,316.0
8331,seldonscott,1.0,2.0,195.0
1152,Custom__essays,1.0,0.0,906.0
1859,GhettoProverbs7,1.0,0.0,421.0
1853,GetMeRec,1.0,0.0,164.0
1151,CustodianPLC,1.0,0.0,22624.0
1117,Craig_Simpson_,1.0,0.0,2607.0
8330,segun_bb,1.0,1.0,128.0
1109,Cotonoui,1.0,1.0,157.0
7572,naijachoice01,1.0,0.0,28.0
1630,Everyday_ng,1.0,0.0,1543.0
8593,talkhistoryng,1.0,0.0,1240.0
7812,omolere,1.0,0.0,1758.0
8594,talkingdrumag,1.0,0.0,65.0
2241,J_E_Barr,1.0,0.0,714.0
529,ArtLawPosts,1.0,0.0,577.0
1148,CuratorEmma,1.0,0.0,247.0
8328,seethsayer,1.0,1.0,1460.0
8104,rationalhomie,1.0,0.0,281.0
1854,GetMiloaLife,1.0,0.0,272.0
2245,JackHeartWriter,1.0,0.0,81.0
8596,talkofnaija,1.0,0.0,76687.0
8729,threadreaderapp,1.0,0.0,474619.0
8300,sbrackenborough,1.0,1.0,2444.0
7586,namelessfeelsx1,1.0,2.0,475.0
8959,weegrainnehead,1.0,0.0,136.0
8291,savory_yams,1.0,1.0,78.0
7995,podcastshuri,1.0,1.0,2099.0
8949,wasexo,1.0,0.0,17014.0
8341,serious2020,1.0,0.0,1208.0
2220,JIkubaje,1.0,1.0,682.0
7584,nakanotaku,1.0,0.0,1347.0
7994,pococentre,1.0,0.0,1746.0
7993,pnshrestha,1.0,0.0,669.0
7560,mynbc15,1.0,0.0,58116.0
1415,DrEframSS,1.0,1.0,356.0
1590,EomopariolaTVC,1.0,0.0,9897.0
839,BritainESS,1.0,0.0,31.0
1592,Epopteia,1.0,0.0,333.0
8974,whizzkidsSTM,1.0,1.0,158.0
7809,omoayeni01,1.0,1.0,88.0
1157,Cynsharpe,1.0,1.0,607.0
8611,tcmallinson,1.0,0.0,2697.0
1118,CranfieldHerCri,1.0,1.0,241.0
8108,raydowd,1.0,0.0,5772.0
7578,naijapose,1.0,0.0,2913.0
525,ArtHistoryElon,1.0,0.0,556.0
1878,Gistmania,1.0,0.0,4244.0
7942,peter_hero9,1.0,0.0,4401.0
8504,starnewsngr,1.0,0.0,26674.0
867,Butterflysuga,1.0,0.0,1295.0
757,BlackdiasporaV1,1.0,0.0,5900.0
8603,tataseesh,1.0,1.0,3083.0
8902,vgkrako,1.0,0.0,34.0
8260,sameerahim,1.0,1.0,6087.0
1041,Chykere,1.0,0.0,3600.0
1680,Faudaville,1.0,0.0,10227.0
1043,CinarKiper,1.0,0.0,889.0
753,BlackRock_UK,1.0,0.0,4205.0
1045,CitiSportsGHA,1.0,0.0,36639.0
276,AfricanLM,1.0,0.0,11118.0
2140,IlTuriCosta,1.0,0.0,1038.0
673,Basiliscoe,1.0,1.0,1668.0
7826,onesub_,1.0,0.0,1267.0
1402,DrAkeemMarsh,1.0,1.0,2528.0
864,BusinessPostNG,1.0,0.0,1078.0
7926,peacetrophy,1.0,1.0,6.0
8723,thistoomustpass,1.0,0.0,1306.0
1404,DrBWilliamson,1.0,0.0,695.0
271,AfricajnViu,1.0,0.0,1214.0
270,Africaglobalnew,1.0,2.0,317.0
7628,news_omania,1.0,0.0,13.0
8572,sweale,1.0,0.0,6248.0
7923,pdbraide,1.0,3.0,7119.0
265,AfricaXHistory,1.0,0.0,101.0
7921,paulwivey1,1.0,2.0,188.0
298,Afro_emotikon,1.0,0.0,22.0
297,AfroVII,1.0,0.0,19512.0
7789,olualake,1.0,0.0,737.0
8253,salome_debbie,1.0,0.0,1177.0
296,AfroFutures_UK,1.0,1.0,2701.0
1615,EtrafficNG,1.0,0.0,211.0
1031,ChristyCeeCK,1.0,0.0,1745.0
1834,General_Uchee,1.0,0.0,321.0
666,BarklamMr,1.0,1.0,1221.0
874,CAHA_UoB,1.0,1.0,1317.0
8894,venicedph,1.0,0.0,966.0
2125,IbnBattata,1.0,2.0,1669.0
2126,IbrahimaANiang,1.0,1.0,2911.0
558,ArtsPro,1.0,0.0,64509.0
7543,muttslikeme,1.0,0.0,3901.0
289,AfrikInfo,1.0,0.0,75871.0
