,surname,count,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",race,african
1155,kenyon tell,2,0.00943671,0.041765995,0.0022363598,0.016980097,0.025067467,0.25924975,0.04029479,0.21558025,0.007886697,0.28096932,0.09162999,0.0077714883,0.0011310636,"GreaterEuropean,WestEuropean,Germanic",Non-African
1156,lister hawks,2,0.008003967,0.0030595602,0.0004819135,0.004064494,0.0014096247,0.8414237,0.0012183443,0.037572198,0.041368585,0.018047778,0.03130901,0.0074129924,0.0046278806,"GreaterEuropean,British",Non-African
1157,a jeffreys,2,0.0021038689,0.00063838565,0.017170943,0.0020320597,0.0015602075,0.7872392,0.008151481,0.013037308,0.13019188,0.008743636,0.021931736,0.006539578,0.00065988814,"GreaterEuropean,British",Non-African
1158,lixinski,2,0.0039275764,0.0054669147,0.008875913,0.000814027,0.0063587064,0.02480776,0.7932232,0.08099128,0.048081994,0.001732044,0.014868499,0.0053862603,0.005465825,"GreaterEuropean,EastEuropean",Non-African
1159,kapara tell halaf,2,0.0020096262,0.000545365,0.00026983442,0.01011296,0.24271537,0.018301241,0.026626935,0.060746722,0.011546106,0.004917444,0.03771827,0.5838357,0.00065439986,"GreaterEuropean,WestEuropean,Italian",Non-African
1160,lloyd,2,0.0019013549,0.0014115601,0.00020794965,0.002018386,0.0018825443,0.9412807,6.8262816e-05,0.002702915,0.026673764,0.00086438115,0.016681535,0.0028255268,0.0014811043,"GreaterEuropean,British",Non-African
1161,nicolas grimal,2,0.01495406,0.07373861,0.0041304873,0.009797682,0.008052315,0.27648512,0.007673249,0.042260334,0.040416434,0.009059601,0.14982975,0.3613087,0.0022936682,"GreaterEuropean,WestEuropean,Italian",Non-African
1162,katuwa carchemish,2,0.018560052,0.024075665,0.0012560899,0.1643794,0.029334364,0.13380508,0.12671344,0.39940503,0.010739142,0.0055480246,0.0111520495,0.073886395,0.0011453026,"GreaterEuropean,Jewish",Non-African
1163,kasparov,2,0.00011952107,0.00018181873,0.0021964305,0.0002858365,0.030369751,0.0010743082,0.9419526,0.021467587,0.0006231575,0.00070835743,0.0004466749,0.00012913243,0.00044476675,"GreaterEuropean,EastEuropean",Non-African
1164,karl bahr,2,0.00055245,0.012615313,0.0020878317,0.0077755484,0.3607326,0.1024162,0.04524953,0.099712305,0.0011546811,0.025725422,0.20943582,0.0888166,0.04372575,"GreaterAfrican,Muslim",African
1165,karageorghis,2,0.017608767,0.0015481306,0.3199891,0.030077368,0.052643307,0.23503879,0.13074687,0.112134025,0.019477515,0.011196623,0.029602155,0.028787894,0.01114944,"Asian,IndianSubContinent",Non-African
1166,lunch,2,0.01328645,0.0071413685,0.0148450835,0.008062965,0.0035691983,0.52237856,0.024326323,0.014802013,0.15651418,0.04136301,0.1188046,0.015868621,0.059037503,"GreaterEuropean,British",Non-African
1167,john chester,2,0.0053486293,0.009391632,0.014503899,0.03336436,0.009109836,0.2263957,0.041590236,0.087805144,0.052574284,0.31426394,0.11126814,0.0349256,0.059458584,"GreaterEuropean,WestEuropean,Germanic",Non-African
1168,joffe middle east,2,0.0026763247,0.0002994577,0.001920552,0.00032071868,0.00022209603,0.95686895,0.00034450943,0.0003355527,0.022770872,0.0024610015,0.0034909386,0.00250113,0.0057879398,"GreaterEuropean,British",Non-African
1169,james burnet,2,0.0009160148,3.879237e-05,0.0038750772,0.0029865603,0.0032325326,0.04166315,0.03752144,0.010676222,0.87182677,0.0020874452,0.016892845,0.007244442,0.0010387932,"GreaterEuropean,WestEuropean,French",Non-African
1170,lyte lytes cary,2,0.0006094176,0.0004671954,0.00014061369,0.00031300753,0.0012574778,0.9765213,7.1481845e-05,0.002950376,0.006114674,0.000568232,0.004362037,0.0065050186,0.000119319535,"GreaterEuropean,British",Non-African
1171,l’aide de l’unesco,2,0.00028642238,0.0038012513,0.00079040474,0.0009622601,0.00064027973,0.040637285,0.00031307607,0.0092764925,0.5683381,0.0053841835,0.16460137,0.2032829,0.0016860262,"GreaterEuropean,WestEuropean,French",Non-African
1172,picasso's,2,0.0008730602,0.000384309,0.0052846675,0.028759414,0.02836713,0.8506334,0.0048680534,0.0494862,0.0043365834,0.0005772942,0.023049379,0.0024442978,0.00093628,"GreaterEuropean,British",Non-African
1173,jane hamblin,2,0.00049085607,0.0012704383,0.0032079816,0.0031081913,0.002539877,0.5899608,0.003215092,0.024596473,0.3201141,0.009741235,0.028288197,0.009399541,0.0040672678,"GreaterEuropean,British",Non-African
1174,necropolis,2,0.018215353,0.0067357197,0.0170314,0.045332,0.08683628,0.5232859,0.19195032,0.03393729,0.045072272,0.15949559,0.09656758,0.7662411,0.00929927,"GreaterEuropean,WestEuropean,Italian",Non-African
1175,jamf,2,0.11353235,0.0020074272,0.0015369206,0.03636409,0.025801357,0.5704333,0.012738779,0.044545993,0.12526757,0.014549065,0.031687677,0.0073797065,0.014155788,"GreaterEuropean,British",Non-African
1176,pierpont morgan,2,0.012706352,0.0032292132,0.010930301,0.008538162,0.011679358,0.7481586,0.012656296,0.018119978,0.09424825,0.0022022454,0.025578992,0.033749703,0.018202601,"GreaterEuropean,British",Non-African
1177,jobstl,2,0.0051707304,0.004861268,0.052008595,0.019673536,0.07345993,1.0354202,0.14316913,0.08200216,0.031534865,0.04713461,0.020507738,0.0033395174,0.48171782,"GreaterEuropean,British",Non-African
1178,nebipusenwosret,2,0.014901917,0.00016362332,0.0009111236,0.9179497,0.00155007,0.056015585,0.001822182,0.0024065077,0.0032841358,0.00025950506,0.00043816026,0.00026389677,3.3548375e-05,"GreaterAfrican,Africans",African
1179,pierpont morgan junior,2,0.01330156,0.02120098,0.0035346667,0.0049127205,0.012373939,0.15070109,0.040639713,0.04150069,0.015429556,0.017007986,0.025321944,0.6153303,0.03874487,"GreaterEuropean,WestEuropean,Italian",Non-African
1180,jahn,2,0.011364144,0.0021559885,0.025694828,0.021824753,0.052492134,0.09561931,0.09276218,0.074395016,0.14967999,0.35903564,0.06039358,0.004173924,0.05040853,"GreaterEuropean,WestEuropean,Germanic",Non-African
1181,maaza,2,0.0014495861,0.00079917593,0.07109121,0.043238077,0.51258034,0.047291066,0.026222212,0.107501306,0.064257465,0.008050105,0.10543217,0.009342961,0.002744317,"GreaterAfrican,Muslim",African
1182,neal spencer,2,0.0019148878,0.015665123,0.011135115,0.007944006,0.4993738,0.028582435,0.02193589,0.019248782,0.0035750086,0.055136565,0.04774195,0.28053367,0.0072127753,"GreaterAfrican,Muslim",African
1183,jackal,2,0.000678512,0.0009851394,0.4599064,0.022673218,0.12617752,0.19593094,0.036366586,0.067271665,0.011865367,0.048639942,0.017778566,0.0045225034,0.007203596,"Asian,IndianSubContinent",Non-African
1184,lyon lochbuie,2,0.0017622866,0.00093430246,0.0007607265,0.006548489,0.0005130687,0.059603363,0.0012251526,0.002423008,0.7904366,0.113274716,0.0023169639,0.0031932413,0.017008014,"GreaterEuropean,WestEuropean,French",Non-African
1185,phylakopi,2,0.0031328003,0.00013124003,0.89772165,0.0032536539,0.039243452,0.003161956,0.012846343,0.011410883,0.004397859,0.0032830918,0.006822127,0.012027372,0.002567658,"Asian,IndianSubContinent",Non-African
1186,jason,2,0.0025751495,0.0034467163,0.020366196,0.055673327,0.016360126,0.60511494,0.0068399184,0.0790446,0.16004996,0.006986957,0.029708829,0.009271679,0.004561663,"GreaterEuropean,British",Non-African
1187,lynn,2,0.0021751595,0.006296482,0.0015426573,0.00222065,0.0013565064,0.8729412,0.004932193,0.04369303,0.0073877876,0.0014056372,0.01171021,0.0027149848,0.041623358,"GreaterEuropean,British",Non-African
1188,lynk,2,0.002723778,0.017888127,0.00548504,0.00459846,0.007076922,0.79138887,0.008605154,0.040077955,0.027348915,0.011487115,0.012036734,0.0058156014,0.06546731,"GreaterEuropean,British",Non-African
1189,jc,2,0.10141289,0.03457381,0.067537725,0.018844862,0.07602665,0.0793768,0.076732874,0.05103052,0.1443793,0.069386356,0.05916267,0.14376363,0.07777185,"GreaterEuropean,WestEuropean,French",Non-African
1190,lynda,2,0.0028662689,0.022585623,0.09574204,0.03024482,0.014988507,0.28126204,0.124447025,0.07415625,0.01862916,0.015200883,0.043487962,0.02400835,0.25238106,"GreaterEuropean,British",Non-African
1191,luwian,2,0.18902157,0.0031544946,0.17113413,0.020721354,0.11260097,0.14814952,0.0632223,0.09152798,0.07685636,0.026522273,0.08298724,0.0109913945,0.0031104677,"Asian,GreaterEastAsian,EastAsian",Non-African
1192,jeanette,2,0.0020182645,0.0002967838,0.0092021795,0.007892489,0.0009343487,0.16992226,0.0032651047,0.007462813,0.61629456,0.0041758656,0.06793425,0.10287962,0.0077214413,"GreaterEuropean,WestEuropean,French",Non-African
1193,jeanneret,2,0.0048867594,0.0007913655,0.009869408,0.002725254,0.00079192716,0.49917537,0.003743615,0.012067663,0.42694372,0.0037445347,0.017081697,0.012982967,0.005195731,"GreaterEuropean,British",Non-African
1194,nemareth,2,0.006805463,0.0032133907,0.16691983,0.15871342,0.044302985,0.1525091,0.031736117,0.1620955,0.07301038,0.018094191,0.043762423,0.012586187,0.12625101,"Asian,IndianSubContinent",Non-African
1195,jennifer,2,0.02104595,0.0045167687,0.009109729,0.011711696,0.008744723,0.80047286,0.013227037,0.026613498,0.042861424,0.0199605,0.016348658,0.022731712,0.0026554763,"GreaterEuropean,British",Non-African
1196,pharaonic,2,0.0040612747,0.015204989,0.018869417,0.008629484,0.023574932,0.07892634,0.12293049,0.046349157,0.56531835,0.011378059,0.06585693,0.036996875,0.001903661,"GreaterEuropean,WestEuropean,French",Non-African
1197,pharaoh akhenaten,2,0.014843645,0.00028992145,0.5775479,0.026052732,0.17161772,0.08805174,0.026797593,0.008958474,0.034941472,0.0007070611,0.0036319103,0.008328138,0.038231693,"Asian,IndianSubContinent",Non-African
1198,jewel,2,0.0045352997,0.0017585007,0.0929458,0.03150006,0.019387504,0.5580515,0.013533224,0.13219607,0.07442294,0.03223333,0.016783921,0.006198193,0.01645363,"GreaterEuropean,British",Non-African
1199,petrie's,2,0.00096510735,0.0005284591,0.030006675,0.07271957,0.0059518022,0.82132524,0.0022333374,0.024927052,0.009515815,0.00083567057,0.013316767,0.017086625,0.0005879088,"GreaterEuropean,British",Non-African
1200,jo,2,0.26935032,0.0073017017,0.1001402,0.020734146,0.042298373,0.13179831,0.020232493,0.03211414,0.079910375,0.0071512475,0.12074361,0.15190236,0.01632275,"Asian,GreaterEastAsian,EastAsian",Non-African
1201,kevin,2,0.010883028,0.008788201,0.00089628017,0.002600494,0.0018098246,0.4207254,0.033779852,0.4127247,0.08871296,0.0020481572,0.008690769,0.004748605,0.0035916537,"GreaterEuropean,British",Non-African
1202,paramythia,2,0.0031555651,0.008078588,0.63890874,0.010509285,0.008293712,0.059944984,0.12751713,0.055969078,0.015769588,0.0052098567,0.026995227,0.039598126,5.0131446e-05,"Asian,IndianSubContinent",Non-African
1203,guiraudet,2,0.0002353802,9.5803305e-05,0.0014164572,0.00043626374,0.000109846784,0.03921811,0.00012205588,0.0009975772,0.9464493,0.00051661785,0.0042984225,0.0055616386,0.00054254354,"GreaterEuropean,WestEuropean,French",Non-African
1204,noordwijk,2,0.004413705,0.01160001,0.00034852803,0.0012209594,0.0006291539,0.08464611,0.0041528814,0.04248774,0.014792787,0.78458875,0.033774853,0.0027737422,0.014570869,"GreaterEuropean,WestEuropean,Germanic",Non-African
1205,la pyramide,2,0.00073369424,0.0025114475,0.0004783149,0.0070470185,0.020192854,0.11642576,0.008438248,0.1300921,0.23561034,0.036015753,0.7437477,0.69508415,0.0036225938,"GreaterEuropean,WestEuropean,Hispanic",Non-African
1206,offner,2,0.0028385743,0.0018625468,0.0011938228,0.010754483,0.0051963245,0.097343765,0.027863428,0.560886,0.044747155,0.15967779,0.022450175,0.039847072,0.025338802,"GreaterEuropean,Jewish",Non-African
1207,leeb,2,0.030733861,0.018820219,0.02852012,0.01875721,0.023537735,0.4927666,0.022485616,0.062142335,0.19043645,0.01580352,0.06296114,0.011719327,0.021315835,"GreaterEuropean,British",Non-African
1208,leer,2,0.004844242,0.010847353,0.025098195,0.0029575045,0.01744644,0.76434845,0.009073426,0.090956144,0.0315967,0.010653369,0.01740874,0.006519737,0.008249764,"GreaterEuropean,British",Non-African
1209,lefevre,2,0.000512443,0.00016121205,0.0023013975,0.0010629317,0.0010388191,0.03406142,0.004973058,0.009111879,0.8409882,0.0006478993,0.020860627,0.08278838,0.0014915568,"GreaterEuropean,WestEuropean,French",Non-African
1210,lefuel,2,0.008496732,0.0015571179,0.0019512669,0.009500705,0.07637372,0.050272904,0.034353998,0.12639461,0.45286486,0.04588884,0.14728135,0.034830503,0.01023337,"GreaterEuropean,WestEuropean,French",Non-African
1211,lehner,2,0.0024572515,0.0014779965,0.0048018335,0.002773865,0.009576063,0.054188125,0.018354662,0.47419906,0.04277737,0.3229846,0.028865254,0.006750637,0.030793302,"GreaterEuropean,Jewish",Non-African
1212,oba,2,0.007887767,0.7195426,0.010221428,0.16433372,0.0040480117,0.032871053,0.0015578744,0.0049341903,0.02045286,0.0019281269,0.01896282,0.01031115,0.0029483426,"Asian,GreaterEastAsian,Japanese",Non-African
1213,kush,2,0.0029365192,0.02030864,0.06985496,0.04392905,0.08706075,0.046260294,0.05776619,0.6525966,0.0070979916,0.0015692211,0.007252269,0.0018250354,0.0015423921,"GreaterEuropean,Jewish",Non-African
1214,kurkihar,2,0.003968988,0.00054795813,0.9150307,0.0074339057,0.04181352,0.0018629321,0.016238814,0.009033918,0.0021399094,0.00056920026,0.0009509882,4.9681978e-05,0.00035955134,"Asian,IndianSubContinent",Non-African
1215,leitfaden,2,0.0053880434,0.0009886834,0.002415427,0.006387552,0.03470502,0.04789464,0.026962835,0.5498525,0.021786908,0.111667775,0.03655322,0.004811011,0.15058643,"GreaterEuropean,Jewish",Non-African
1216,noisy,2,0.001461447,0.0004908295,0.0030010436,0.0023734062,0.0050177802,0.04766735,0.016436122,0.016568014,0.8114255,0.015197244,0.02568113,0.054206643,0.00047347115,"GreaterEuropean,WestEuropean,French",Non-African
1217,kulturguter,2,0.004055107,0.00063874404,0.70371413,0.00868556,0.022723217,0.08982689,0.8082144,0.22342566,0.01886884,0.017730579,0.022089725,0.07552242,0.004504774,"GreaterEuropean,EastEuropean",Non-African
1218,kulturerbes,2,0.024127344,0.0026481731,0.31686386,0.16033366,0.002576477,0.04868609,0.115703754,0.03781941,0.035108477,0.007541829,0.007674853,0.0941157,0.14680035,"Asian,IndianSubContinent",Non-African
1219,obasanjo,2,0.00012786161,0.0052883923,0.0018237378,0.9017569,0.00018999379,0.017313553,5.5691155e-05,0.00042406667,0.004883641,0.00013291447,0.056856237,0.011131622,1.5392909e-05,"GreaterAfrican,Africans",African
1220,o'keeffe,2,0.0014082805,0.0003020912,0.00072989287,0.007946954,0.00022626038,0.94430256,0.00039712642,0.0025774783,0.031874467,0.00060812396,0.0076419823,0.0016187336,0.00036591926,"GreaterEuropean,British",Non-African
1221,linnaeus,2,0.0016791587,0.0010760609,0.0012396191,0.00948815,0.0014004364,0.1834557,0.0401126,0.022023162,0.2213024,0.037079483,0.008016646,0.46665993,0.0064666527,"GreaterEuropean,WestEuropean,Italian",Non-African
1222,lavella solomon islands,2,0.002314838,0.0127599,0.016215472,0.0043567084,0.024033422,0.40663478,0.009336963,0.0056803063,0.038318343,0.009232914,0.094889954,0.3544892,0.021737203,"GreaterEuropean,British",Non-African
1223,notre,2,0.021294888,0.0038745154,0.096758395,0.019266352,0.004461356,0.42426002,0.0826835,0.07046532,0.78601277,0.07332569,0.18067516,0.20031753,0.036604475,"GreaterEuropean,WestEuropean,French",Non-African
1224,nouveau,2,0.00019149433,0.00018892737,0.0009862371,0.0018342109,0.0013177326,0.06049499,0.0020226305,0.003911276,0.8995751,0.003533884,0.023280684,0.0011639838,0.0014988957,"GreaterEuropean,WestEuropean,French",Non-African
1225,lauder,2,0.001960327,0.002569371,0.0043966332,0.004394841,0.0018003035,0.51687896,0.009085667,0.12122116,0.18363321,0.055533975,0.017703896,0.044279408,0.036542214,"GreaterEuropean,British",Non-African
1226,norton,2,0.010600292,0.007873799,0.0022074888,0.00395277,0.0054171546,1.7494655,0.011002285,0.117669195,0.030432973,0.0031721003,0.012565633,0.019014848,0.026626015,"GreaterEuropean,British",Non-African
1227,lauter,2,0.0021569892,0.0022922044,0.01916987,0.0024462787,0.0010076176,0.49175486,0.010474744,0.06543475,0.3150596,0.031541493,0.02408157,0.023683604,0.010896366,"GreaterEuropean,British",Non-African
1228,lamezia,2,0.0010784074,0.0028924774,0.008290788,0.08148719,0.008196051,0.013165067,0.026056595,0.013495921,0.17976515,0.004613611,0.24684192,0.4135928,0.0005240035,"GreaterEuropean,WestEuropean,Italian",Non-African
1229,lagos,2,0.0016315272,0.0062044584,0.006829084,0.021595083,0.006124845,0.03526949,0.025873851,0.06161702,0.097742125,0.012644553,1.6304363,0.08966846,0.004363334,"GreaterEuropean,WestEuropean,Hispanic",Non-African
1230,lacambre,2,0.0013845537,0.0002779378,0.004257498,0.0049850657,0.0010384528,0.05984142,0.0004329027,0.0022932296,0.78829896,0.0003730686,0.095932536,0.04007258,0.00081177853,"GreaterEuropean,WestEuropean,French",Non-African
1231,nut,2,0.064923696,0.010704621,0.007281247,0.100106664,0.43489143,0.51158255,0.016802391,0.08213446,0.5717886,0.0025327804,0.10734622,0.08296702,0.0069384645,"GreaterEuropean,WestEuropean,French",Non-African
1232,leach,2,0.02360775,0.0126600675,0.004321179,0.0043240194,0.013588301,0.72026455,0.019374646,0.07065978,0.04562556,0.011782747,0.036975063,0.013077677,0.023738652,"GreaterEuropean,British",Non-African
1233,o'connell,2,0.007989828,0.003126863,0.0012577622,0.00075939915,0.00016046688,0.95511067,0.0003881531,0.005908544,0.015080637,0.0003965311,0.0072139376,0.0015706256,0.0010365052,"GreaterEuropean,British",Non-African
1234,lacemaker,2,0.009990089,0.0021547342,0.060879182,0.010696317,0.025213545,0.35134357,0.027141027,0.31718484,0.037064567,0.092953384,0.017606592,0.028507411,0.019264761,"GreaterEuropean,British",Non-African
1235,lacayo,2,0.0038786402,0.0016033492,0.004438399,0.10917963,0.035835966,0.031477205,0.0028219887,0.022690037,0.11688821,0.0035254247,0.5844225,0.08264816,0.00059040927,"GreaterEuropean,WestEuropean,Hispanic",Non-African
1236,noratus,2,0.002443373,0.014833815,0.0019504507,0.0035771348,0.006726082,0.02866906,0.031038042,0.033445787,0.034977958,0.07109999,0.020761402,0.736334,0.014142871,"GreaterEuropean,WestEuropean,Italian",Non-African
1237,osiris,2,0.0076365736,0.004394417,0.0007968941,0.09467688,0.0766353,0.061608687,0.06708552,0.16083676,0.20186876,0.04324018,0.07923335,0.1924695,0.009517161,"GreaterEuropean,WestEuropean,French",Non-African
1238,lenoir's,2,0.004716658,0.0004259981,0.11416572,0.036271688,0.019102406,0.60626656,0.008225444,0.04786192,0.14216569,0.0013947162,0.012994651,0.0058496455,0.000558874,"GreaterEuropean,British",Non-African
1239,krmpotich,2,0.002726185,0.0002710763,0.0073362486,0.002530977,0.0030486987,0.08135143,0.6020872,0.05669325,0.016797053,0.18854891,0.01582747,0.01816194,0.00461941,"GreaterEuropean,EastEuropean",Non-African
1240,panizzi,2,0.0004776419,8.810929e-05,0.0011286737,0.0027842491,0.0049836854,0.03612596,0.0036250274,0.011142249,0.08572767,0.0058761663,0.20155321,0.6461355,0.00035182983,"GreaterEuropean,WestEuropean,Italian",Non-African
1241,lewis,2,0.002952466,0.0007795146,0.0026574363,0.0030281106,0.003160663,1.6580341,0.0018668614,0.27143356,0.029236734,0.0007405296,0.018768582,0.006445357,0.0008959388,"GreaterEuropean,British",Non-African
1242,klang,2,0.0059056175,0.0008672574,0.000997327,0.007950425,0.0026003893,0.054865047,0.026056297,0.040408656,0.010818717,0.24273352,0.04112083,0.004665784,0.5610101,"GreaterEuropean,WestEuropean,Nordic",Non-African
1243,leyva,2,0.0016155133,0.00044267028,0.0023769483,0.0013047266,0.07979381,0.009606757,0.77441144,0.02298502,0.019015387,0.00015968017,0.08304881,0.0037102117,0.0015290406,"GreaterEuropean,EastEuropean",Non-African
1244,kition,2,0.019494094,0.0104214605,0.005175229,0.10625239,0.029598977,0.29285452,0.13853027,0.09532914,0.23937066,0.0065723066,0.028097184,0.026504653,0.0017990157,"GreaterEuropean,British",Non-African
1245,kiosk,2,0.0063658343,0.0008808747,0.0057436856,0.0014507346,0.03432634,0.3451028,0.13743947,0.33017728,0.06900311,0.014837959,0.008374164,0.023965558,0.022332102,"GreaterEuropean,British",Non-African
1246,kinsella,2,0.0007639852,0.002599112,0.02568448,0.20510715,0.00095218193,0.17254463,0.034403995,0.029375263,0.03593929,0.009243045,0.106214166,0.37540427,0.0017684305,"GreaterEuropean,WestEuropean,Italian",Non-African
1247,lieke,2,0.086071655,0.02248481,0.00029169873,0.05814912,0.000704842,0.172757,0.07753077,0.04981648,0.021230204,0.13309678,0.016457427,0.021732768,0.33967638,"GreaterEuropean,WestEuropean,Nordic",Non-African
1248,krista,2,0.008955644,0.009429154,0.059399452,0.013429497,0.0035363694,0.029715037,0.55514646,0.08543393,0.03881452,0.0139131835,0.07186794,0.08883563,0.021523146,"GreaterEuropean,EastEuropean",Non-African
1249,kim,2,0.9574607,0.0026527075,0.00026308896,0.0006599702,0.0017672712,0.011430762,0.004370369,0.008165239,0.0033563056,0.00055205193,0.0016273734,0.0031992346,0.004494944,"Asian,GreaterEastAsian,EastAsian",Non-African
1250,nitro,2,0.0048543145,0.009522518,0.20526749,0.012563409,0.02687196,0.14436385,0.016640034,0.053458575,0.051653273,0.011935775,0.10644225,0.3550817,0.0013448076,"GreaterEuropean,WestEuropean,Italian",Non-African
1251,khwarezm,2,0.00017117485,0.00034348565,0.23665679,0.0016031429,0.6808957,0.009087621,0.04221758,0.007272892,0.007251439,0.00030678065,0.012323015,0.0014293686,0.00044112612,"GreaterAfrican,Muslim",African
1252,nis,2,0.06931249,0.07125131,0.012391462,0.008399978,0.021571219,0.16753106,0.050168935,0.2830711,0.0909191,0.0179281,0.16985838,0.027700396,0.009896478,"GreaterEuropean,Jewish",Non-African
1253,linda,2,0.020719388,0.19744977,0.053106397,0.07373093,0.006423506,0.08820771,0.11352697,0.045122672,0.04162717,0.013496666,0.27466002,0.05744189,0.01448684,"GreaterEuropean,WestEuropean,Hispanic",Non-African
1254,khasekhemwy,2,0.011328179,0.0016446058,0.03828827,0.08972364,0.08601608,0.23498368,0.23608,0.0573157,0.0344824,0.0013164515,0.0018811611,0.1925501,0.014389747,"GreaterEuropean,EastEuropean",Non-African
1255,kleiber,2,0.0010245583,0.0015044787,0.00037154192,0.0011805214,0.002328283,0.04573495,0.048037123,0.19700852,0.12713665,0.34676102,0.105389446,0.021149028,0.102373876,"GreaterEuropean,WestEuropean,Germanic",Non-African
1256,klimt,2,0.0035780426,0.00089587277,0.000193747,0.007252384,0.0025631045,0.04688642,0.033883356,0.015111609,0.016953846,0.036193773,0.021347456,0.0016975574,0.8134429,"GreaterEuropean,WestEuropean,Nordic",Non-African
1257,levitt,2,0.002847191,0.0019571534,0.0005405459,0.00019269531,0.010123653,0.18795615,0.0051372577,0.76394945,0.01828576,0.00025569278,0.0035752887,0.0037168507,0.0014622826,"GreaterEuropean,Jewish",Non-African
1258,kmt,2,0.008545173,0.004886507,0.004504324,0.06138638,0.010890484,0.055442438,0.013362541,0.013318687,0.09594746,0.016653653,0.14139937,0.14142598,0.43223697,"GreaterEuropean,WestEuropean,Nordic",Non-African
1259,knife,2,0.007198565,0.018315554,0.0051100827,0.006932405,0.042846363,0.7016685,0.008922709,0.12520556,0.023081306,0.014293033,0.01468,0.026602315,0.005143606,"GreaterEuropean,British",Non-African
1260,koblin,2,0.004673258,0.00024768565,0.0009539852,0.00090013066,0.0068164864,0.003944918,0.91324735,0.06254449,0.0029199298,0.0012276346,0.0015738866,0.00041460755,0.0005355564,"GreaterEuropean,EastEuropean",Non-African
1261,koch,2,0.012537827,0.004173536,0.04431593,0.0247496,0.107343346,0.39082235,0.3120027,0.6375634,0.050030682,0.18960612,0.049691606,0.014344841,0.16281794,"GreaterEuropean,Jewish",Non-African
1262,kofman,2,0.0035994963,0.006585786,0.0052876,0.002579785,0.011519162,0.02820225,0.29129437,0.5852383,0.014840714,0.015111719,0.020567,0.0027979314,0.012375893,"GreaterEuropean,Jewish",Non-African
1263,kofun,2,0.08408392,0.19421397,0.01600718,0.04029375,0.36262664,0.023772838,0.12541024,0.08284759,0.017952656,0.0033152923,0.018032514,0.0059878523,0.025455505,"GreaterAfrican,Muslim",African
1264,o’hara,2,0.022845466,1.3131772,0.11511563,0.061743412,0.21830821,0.023666356,0.04896629,0.11912345,0.019634921,0.016954439,0.021089587,0.009763,0.009612001,"Asian,GreaterEastAsian,Japanese",Non-African
1265,oxford,2,0.0034784556,0.0015869093,0.0002948202,0.0014395643,0.00013476526,0.98416674,0.0001343217,0.0015700511,0.0029431202,0.00019740584,0.0018995545,0.0016803558,0.0004740187,"GreaterEuropean,British",Non-African
1266,kontexten,2,0.0022331954,0.0008338612,0.0028890863,0.008278141,0.00036839218,0.32687348,0.14724226,0.20533624,0.0060364353,0.027675528,0.01135327,0.0016213439,0.25925866,"GreaterEuropean,British",Non-African
1267,lescot,2,0.0049970127,0.0006825213,0.004243596,0.0018152663,0.00026809226,0.3100066,0.0012597801,0.012530329,0.63583535,0.0010195198,0.0034793285,0.02138125,0.0024813476,"GreaterEuropean,WestEuropean,French",Non-African
1268,oussou,2,0.00028431692,0.00012555691,0.000120745746,0.3060543,0.044082925,0.020356929,0.012521771,0.012595299,0.5901511,0.0017784507,0.0054741045,0.0008951315,0.0055593494,"GreaterEuropean,WestEuropean,French",Non-African
1269,kot,2,0.033653103,0.06346119,0.031218192,0.025845125,0.010427825,0.3365161,0.10610338,0.1266904,0.09055287,0.061781127,0.021344353,0.027066668,0.06533961,"GreaterEuropean,British",Non-African
1270,ottoman,2,0.020139886,0.013331013,0.0064106025,0.0063430993,0.009150415,0.54016525,0.038305502,0.15096481,0.062981986,0.042090915,0.055981353,0.04490343,0.009231682,"GreaterEuropean,British",Non-African
1271,krauss,2,0.00365484,0.0008113362,0.002725031,0.0108492095,0.020981507,0.24649352,0.0799344,1.0274172,0.04365148,0.28174308,0.21519887,0.02605972,0.040479686,"GreaterEuropean,Jewish",Non-African
1272,pind,2,0.008830839,0.0009411395,0.04878901,0.0024206135,0.0020724814,0.6734484,0.02619754,0.118643485,0.08287756,0.009972341,0.008894657,0.004893431,0.012018442,"GreaterEuropean,British",Non-African
1273,macron‘s,2,0.021726739,0.030266022,0.0084088575,0.0524203,0.016057072,0.4017989,0.02815331,0.020233652,0.26673442,0.0041230028,0.09301315,0.052573096,0.0044913893,"GreaterEuropean,British",Non-African
1274,pinto ribeiro,2,0.014355292,0.104270555,0.0022917779,0.01261457,0.0011606442,0.043711986,0.00042408452,0.00896767,0.008048908,0.0005571722,0.79657143,0.0066109733,0.00041483896,"GreaterEuropean,WestEuropean,Hispanic",Non-African
1275,quibell,2,0.0067066904,0.0009501597,0.0033838144,0.005599117,0.00049973174,1.5617335,0.0011095537,0.037668727,0.35838482,0.003386003,0.009222034,0.0027949326,0.008560756,"GreaterEuropean,British",Non-African
